City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
337,newman,37.3138,-121.0208,46.63,76,91,2.82,US,1703609980
338,talakan,50.3167,130.3667,-18.15,100,93,1.21,RU,1703609980
339,prilep,41.3464,21.5544,47.88,56,9,1.54,MK,1703609980
340,lucea,18.451,-78.1736,86.86,70,2,4.34,JM,1703609981
341,thai binh,20.45,106.3333,62.55,81,3,5.37,VN,1703609981
342,mogadishu,2.0371,45.3438,80.58,83,69,21.7,SO,1703609982
344,portarlington,53.1622,-7.1911,41.2,82,100,8.59,IE,1703609983
345,petukhovo,55.0692,67.9019,25.84,92,100,28.81,RU,1703609984
346,aykhal,66.0,111.5,-15.92,100,100,5.53,RU,1703609985
348,karwar,14.8,74.1333,77.27,46,0,7.14,IN,1703609986
349,manati,18.4275,-66.4921,84.7,82,41,9.26,PR,1703609986
350,nurota,40.5614,65.6886,48.78,39,81,10.07,UZ,1703609987
351,coral springs,26.2712,-80.2706,80.02,83,75,8.05,US,1703609736
353,klaksvik,62.2266,-6.589,36.81,52,99,8.55,FO,1703609987
354,kargasok,59.0556,80.8572,26.96,97,100,10.0,RU,1703609987
355,al artawiyah,26.5053,45.3444,65.53,44,53,14.23,SA,1703609988
356,bonthe,7.5264,-12.505,86.5,55,5,11.21,SL,1703609988
357,westport,41.1415,-73.3579,46.42,96,100,1.01,US,1703609892
360,wanxian,30.8039,108.3897,48.92,79,16,0.72,CN,1703609989
362,vernon,50.2581,-119.2691,37.92,76,85,4.61,CA,1703609990
364,kattivakkam,13.2167,80.3167,76.91,72,16,10.29,IN,1703609990
365,pachino,36.7186,15.0907,57.11,69,0,7.61,IT,1703609991
367,hammerfest,70.6634,23.6821,28.85,69,20,9.22,NO,1703609992
368,kamaishi,39.2667,141.8833,36.41,68,45,16.84,JP,1703609993
369,edmundston,47.3737,-68.3251,39.67,81,100,0.0,CA,1703609994
371,dunbar,38.3606,-81.7374,63.68,69,75,9.22,US,1703609927
372,dudinka,69.4058,86.1778,-9.92,98,92,4.03,RU,1703609996
373,shizuishan,39.2333,106.7694,21.52,56,6,2.71,CN,1703609997
374,usinsk,65.9939,57.5281,27.3,75,100,27.07,RU,1703609997
375,el fasher,13.6279,25.3494,71.65,20,27,9.91,SD,1703609997
376,tabou,4.423,-7.3528,84.2,69,27,10.85,CI,1703609998
377,airway heights,47.6446,-117.5933,32.13,90,100,3.44,US,1703609912
378,tokar,18.4254,37.729,76.71,85,100,14.79,SD,1703609998
379,fort st. john,56.2499,-120.8529,21.09,79,75,3.44,CA,1703609836
380,bakchar,57.0186,82.0711,32.45,85,100,13.6,RU,1703609999
383,oebisfelde,52.4333,10.9833,49.37,76,57,20.71,DE,1703610000
384,pokaran,26.9167,71.9167,69.4,24,70,5.21,IN,1703610000
